"","NumFeatures","selected_factors","frequency"
"1","featNum1","crop_type.cacao",29
"2","featNum1","crop_type.camucamu",4
"3","featNum1","participation_nr_frequency",27
"4","featNum10","access_info_exchange_extension",10
"5","featNum10","agroecol_perspective_3",50
"6","featNum10","agroecol_perspective_7",60
"7","featNum10","crop_type.cacao",60
"8","featNum10","crop_type.camucamu",60
"9","featNum10","crop_type.frutales",20
"10","featNum10","farm_size",50
"11","featNum10","human_wellbeing_11",50
"12","featNum10","income_amount_onfarm",20
"13","featNum10","income_stability",40
"14","featNum10","land_tenure_own_area",40
"15","featNum10","num_info_exchange_sources",40
"16","featNum10","participation_nr_frequency",60
"17","featNum10","perception_associations_effectiveness",30
"18","featNum10","support_provider.cooperatives",10
"19","featNum11","access_info_exchange_extension",10
"20","featNum11","agroecol_perspective_1",10
"21","featNum11","agroecol_perspective_3",50
"22","featNum11","agroecol_perspective_7",60
"23","featNum11","assets_count",10
"24","featNum11","crop_type.cacao",60
"25","featNum11","crop_type.camucamu",60
"26","featNum11","crop_type.frutales",30
"27","featNum11","farm_size",50
"28","featNum11","human_wellbeing_11",50
"29","featNum11","income_amount_onfarm",20
"30","featNum11","income_stability",50
"31","featNum11","land_tenure_own_area",40
"32","featNum11","num_info_exchange_sources",40
"33","featNum11","participation_nr_frequency",60
"34","featNum11","perception_associations_effectiveness",40
"35","featNum11","support_provider.cooperatives",20
"36","featNum12","access_info_exchange_extension",10
"37","featNum12","agroecol_perspective_1",10
"38","featNum12","agroecol_perspective_3",50
"39","featNum12","agroecol_perspective_7",60
"40","featNum12","assets_count",20
"41","featNum12","crop_type.cacao",60
"42","featNum12","crop_type.camucamu",60
"43","featNum12","crop_type.frutales",30
"44","featNum12","farm_size",50
"45","featNum12","human_wellbeing_11",60
"46","featNum12","income_amount_onfarm",20
"47","featNum12","income_stability",60
"48","featNum12","land_tenure_own_area",50
"49","featNum12","num_info_exchange_extension",10
"50","featNum12","num_info_exchange_sources",40
"51","featNum12","participation_nr_frequency",60
"52","featNum12","perception_associations_effectiveness",40
"53","featNum12","support_provider.cooperatives",30
"54","featNum13","access_info_exchange_extension",20
"55","featNum13","access_info_exchange_farmers",10
"56","featNum13","age",10
"57","featNum13","agroecol_perspective_1",10
"58","featNum13","agroecol_perspective_3",50
"59","featNum13","agroecol_perspective_7",60
"60","featNum13","assets_count",20
"61","featNum13","crop_type.cacao",60
"62","featNum13","crop_type.camucamu",60
"63","featNum13","crop_type.frutales",40
"64","featNum13","farm_size",50
"65","featNum13","human_wellbeing_11",60
"66","featNum13","income_amount_onfarm",30
"67","featNum13","income_stability",60
"68","featNum13","land_tenure_own_area",50
"69","featNum13","num_info_exchange_extension",20
"70","featNum13","num_info_exchange_sources",40
"71","featNum13","participation_nr_frequency",60
"72","featNum13","perception_associations_effectiveness",40
"73","featNum13","support_provider.cooperatives",30
"74","featNum14","access_info_exchange_extension",20
"75","featNum14","access_info_exchange_farmers",10
"76","featNum14","age",10
"77","featNum14","agroecol_perspective_1",20
"78","featNum14","agroecol_perspective_3",50
"79","featNum14","agroecol_perspective_7",60
"80","featNum14","assets_count",20
"81","featNum14","crop_type.cacao",60
"82","featNum14","crop_type.camucamu",60
"83","featNum14","crop_type.frutales",50
"84","featNum14","farm_size",60
"85","featNum14","human_wellbeing_11",60
"86","featNum14","income_amount_onfarm",30
"87","featNum14","income_stability",60
"88","featNum14","land_tenure_own_area",50
"89","featNum14","num_info_exchange_extension",30
"90","featNum14","num_info_exchange_sources",50
"91","featNum14","num_membership",10
"92","featNum14","participation_nr_frequency",60
"93","featNum14","perception_associations_effectiveness",40
"94","featNum14","support_provider.cooperatives",30
"95","featNum15","access_info_exchange_extension",20
"96","featNum15","access_info_exchange_farmers",10
"97","featNum15","age",10
"98","featNum15","agroecol_perspective_1",30
"99","featNum15","agroecol_perspective_3",50
"100","featNum15","agroecol_perspective_7",60
"101","featNum15","assets_count",20
"102","featNum15","crop_type.cacao",60
"103","featNum15","crop_type.camucamu",60
"104","featNum15","crop_type.frutales",50
"105","featNum15","farm_size",60
"106","featNum15","human_wellbeing_11",60
"107","featNum15","income_amount_onfarm",40
"108","featNum15","income_stability",60
"109","featNum15","land_tenure_own_area",50
"110","featNum15","num_info_exchange_extension",30
"111","featNum15","num_info_exchange_sources",60
"112","featNum15","num_membership",10
"113","featNum15","participation_nr_frequency",60
"114","featNum15","perception_associations_effectiveness",40
