"","access_free_school_meals_perweek","access_info_exchange_consumers","access_info_exchange_extension","access_info_exchange_farmers","access_info_exchange_government","access_info_exchange_ngo","access_info_exchange_researchers","access_info_exchange_traders","access_irrigation_method","access_machinery","access_mobile_phone","accessibility_drinking_water","accessibility_electrical_energy","accessibility_internet","accessibility_phone_reception","agroecol_perspective_1","agroecol_perspective_10","agroecol_perspective_11","agroecol_perspective_12","agroecol_perspective_13","agroecol_perspective_2","agroecol_perspective_3","agroecol_perspective_4","agroecol_perspective_5","agroecol_perspective_6","agroecol_perspective_7","agroecol_perspective_8","agroecol_perspective_9","agroecology_knowledge","credit_access","credit_access_constraint","crops_sale","dfs_adoption_binary","dfs_agroforestry_adoption","dfs_cover_crops_adoption","dfs_crop_rotation_adoption","dfs_fallow_adoption","dfs_hedgerows_adoption","dfs_homegarden_adoption","dfs_intercropping_adoption","dfs_pullpush_adoption","dfs_strip_vegetation_adoption","diversity_trees","drought_experience","education_level_female","education_level_finished","education_level_male","energy_source","ethnicity","fair_price_crops","fair_price_fish","fair_price_honey","fair_price_livestock","fair_price_wood","farm_products.Fish","farm_products.Honey","farm_products.Livestock","farm_products_sale","farmer_agency_1","farmer_agency_3","farmer_agency_5","farmer_agency_7","financial_deficit","fish_sale","flood_experience","full_time_farmer","gender","high_cost_roof_material","high_cost_walls_material","hlabour","honey_sale","household_held_debt","household_shock_recover_activities.1","household_shock_recover_activities.10","household_shock_recover_activities.11","household_shock_recover_activities.12","household_shock_recover_activities.2","household_shock_recover_activities.3","household_shock_recover_activities.4","household_shock_recover_activities.5","household_shock_recover_activities.6","household_shock_recover_activities.7","household_shock_recover_activities.8","household_shock_recover_activities.9","household_shock_recover_capacity","human_wellbeing_11","human_wellbeing_2","human_wellbeing_3","human_wellbeing_5","human_wellbeing_7","human_wellbeing_8","income_access_nonfarm","income_sources.casual_labour","income_sources.crop","income_sources.fish","income_sources.formal_labour","income_sources.leasing","income_sources.livestock","income_sources.other_business","income_sources.subsidy","income_sources.transfers","income_spend_on_food_percentage","income_stability","income_sufficiency","influence_nr_frequency","insurance_agric_losses_access","insurance_agric_losses_level","irrigation","land_tenure_hold_status","land_tenure_lease_status","land_tenure_own_status","land_tenure_security","livestock_exotic_local","livestock_sale","main_crops_annual","main_crops_perennial","mean_transport","membership","nearest_farmer_adopted","nr_management_opinion","occupation_primary_farmer","occupation_secondary","participation_nr_frequency","perceived_shock_climate","perceived_shock_indebtedness","perceived_shock_market","perceived_shock_pest","perceived_shock_political_change","perceived_shock_soil_erosion","perception_associations_effectiveness","pest_management_chemical","pest_management_ecol_practices","pest_management_ecol_practices.biological.control","pest_management_ecol_practices.cover_crops","pest_management_ecol_practices.cultural_control","pest_management_ecol_practices.resistant_varieties","pest_management_ecol_practices.spatial_diversity","pest_management_organic","project_participation","rainfall_amount_change_perception","rainfall_timing_change_perception.startearlier","rainfall_timing_change_perception.startlater","rainfall_timing_change_perception.stopearlier","rainfall_timing_change_perception.stoplater","rainfall_timing_change_perception.unpredictable","sales_channel_crops.cooperative","sales_channel_crops.direct_to_consumer","sales_channel_crops.local_market","sales_channel_crops.middle_man.aggregator","sales_channel_crops.retailers","seeds_certified_local","sfs_burning_residues_adoption","sfs_land_clearing_adoption","sfs_monoculture_annual_adoption","sfs_monoculture_perennial_adoption","soil_erosion_perception","soil_fertility_management_chemical","soil_fertility_management_ecol_practices","soil_fertility_management_ecol_practices.1","soil_fertility_management_ecol_practices.10","soil_fertility_management_ecol_practices.2","soil_fertility_management_ecol_practices.3","soil_fertility_management_ecol_practices.4","soil_fertility_management_ecol_practices.5","soil_fertility_management_ecol_practices.6","soil_fertility_management_ecol_practices.7","soil_fertility_management_ecol_practices.8","soil_fertility_management_ecol_practices.9","soil_fertility_management_organic","soil_fertility_perception","soil_slope_perception","subsidies_agricultural_inputs","support_provider.bank","support_provider.community_leaders","support_provider.cooperatives","support_provider.farmer_organization","support_provider.ind_different_community","support_provider.ind_own_community","support_provider.local_government","support_provider.local_organization","support_provider.moneylenders","support_provider.national_government","support_provider.ngo","support_provider.shops","temperature_change_perception","training_participation","trees_sale","use_percentage_crops_sales","use_percentage_fish_sales","use_percentage_honey_sales","use_percentage_livestock_sales","use_percentage_trees_sales","vegetation_cover_forest","vegetation_cover_grassland","vegetation_cover_pond","vegetation_cover_wetland","year_assessment","farm_elevation","soil_depth","soil_MO_percentage_mean","num_crops_grown","labour_productivity","sfs_monoculture_annual_area","sfs_monoculture_perennial_area","sfs_burning_residues_area","sfs_land_clearing_area","num_pest_management_ecol_practices","num_soil_fertility_ecol_practices","num_farm_products","yield_gap_median","nearest_distance_dfs_km","livestock_count_tlu","assets_count","income_amount_nonfarm","num_income_sources","income_amount_onfarm","income_amount_total","num_children","num_people","num_adults_old","num_adults_total","num_adults_wa","age","num_occupation_secondary_list","numHA_hlabour_permanent_total","numHA_nhlabour_permanent_total","numHA_hlabour_seasonal_total","numHA_nhlabour_seasonal_total","total_main_crops_cropland_area","sfp_total_area","cropland_area","farm_size","fishland_area","livestockland_area","total_production_area","months_count_water_accessibility_difficulty_drought_year","months_count_water_accessibility_difficulty_flood_year","months_count_water_accessibility_difficulty_normal_year","years_farming_land","dfs_agroforestry_area","dfs_cover_crops_area","dfs_crop_rotation_area","dfs_total_area","dfs_fallow_area","dfs_hedgerows_area","dfs_homegarden_area","dfs_intercropping_area","dfs_strip_vegetation_area","dfs_pullpush_area","income_amount_subsidy","num_info_exchange_extension","num_info_exchange_government","num_info_exchange_ngo","num_info_exchange_researchers","num_info_exchange_sources","land_tenure_hold_area","land_tenure_lease_area","land_tenure_own_area","land_tenure_hold_proportion","land_tenure_lease_proportion","land_tenure_own_proportion","num_sales_channel_crops","num_sales_channel_fish","num_info_exchange_consumers","num_info_exchange_traders","num_sales_channel_honey","num_sales_channel_livestock","distance_crop_market","distance_closest_farmland","distance_water_source","distance_livestock_market","distance_main_road","irrigated_land_percentage","num_info_exchange_farmers","num_membership","years_in_community","district.mbire","marital_status.1","marital_status.2","marital_status.3","marital_status.4","marital_status.5","province.amoni","province.bandazi","province.chakwana","province.chapita","province.chikwerekwere","province.chipanera","province.chipori","province.chiwapura","province.choto","province.darare","province.dombodzvuku","province.dumba","province.dzapasi","province.dzeka","province.hunda","province.jembere","province.jurujena","province.jurujena a","province.jurujena b","province.kachakanure","province.kafamauro","province.kambuva","province.kamufungu","province.kamukono","province.kamwanza","province.kanongo a","province.kanongo c","province.kanongo d","province.kapumha","province.light","province.madhovi","province.madyirapanze","province.madzomba a","province.madzomba b","province.madzomba c","province.madzomba d","province.majaisi","province.makenzi","province.makumana","province.makunha","province.makuwerere","province.maneza","province.mapfumo","province.maranda","province.marembo","province.masunga","province.mavhura","province.mavura","province.mhako","province.mhande","province.mhonyera","province.mubaiwa","province.mubayirakuenda","province.mukunga","province.munava","province.munjukuya","province.murarakwa","province.murenza","province.mushinga","province.mutame","province.mutau","province.mutyoraringa","province.muza","province.muzembe","province.muzeya","province.nemukuyu.","province.netsai","province.ngoroma","province.ngoshi","province.ngosho","province.nyakatondo","province.nyambudzi a","province.rukwira","province.ruzvidzo","province.shambare","province.shange a","province.shange b","province.shange c","province.tanda","province.toropito","province.vhinyu","province.zengenene","province.zvataida","read_write.0","read_write.1","read_write.2","read_write.3"
"272780329","5","0","1","1","0","1","0","1","0","1","1","0","0","0","0","5","5","5","5","4","4","4","5","4","5","4","5","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","decrease","2","0","2","4","african","0","0","0","0","0","0","0","0","0","4","5","3","5","0","0","decrease","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","5","2","5","5","4","4","0","0","1","0","0","0","1","0","0","0","1","3","4","3","0","0","0","1","0","0","5","0","0","0","1","1","1","0","4","1","0","4","0","0","0","0","0","1","3","1","0","0","1","0","0","0","0","0","-1","0","0","0","0","1","0","0","0","0","0","3","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","0","0","1","1","1","1","1","0","0","1","1","0","-1","1","0","0","0","0","0","0","1","1","1","1","2023",1416,0,NA,1,24908.2004319398,0.809372,0,0,0,1,0,1,NA,1.47578280251724,0,9,0,2,28.4939173650749,28.4939173650749,3,5,0,2,2,70,0,0,6.1776290753819,1.23552581507638,0,0.00809372,0,0.809372,0.809372,0,0,0.809372,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0.809372,0,0,100,0,0,0,0,0,2,0,0,480,0,0,960,0,0,2,2,5,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"272780344","0","1","1","1","1","1","1","1","0","0","1","0","0","0","0","5","5","4","5","4","5","5","5","4","5","5","5","5","1","0","0","1","0","0","0","0","0","0","0","0","0","0","3","decrease","0","1","2","5","african","1","0","0","0","0","0","0","0","1","0","2","5","5","0","0","decrease","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","4","5","5","4","5","5","0","0","1","0","0","0","0","0","0","0","1","2","3","5","0","0","0","0","0","1","5","0","0","1","0","0","1","0","5","0","0","1","1","0","0","1","0","0","4","0","1","0","0","0","0","0","0","0","-1","0","0","0","0","1","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","0","1","0","1","1","1","1","0","0","1","0","0","1","1","0","25","0","0","0","0","1","1","1","1","2023",1370,0,NA,1,4981.64008638797,0.1618744,0,0,0,1,0,1,48.5197577051508,0.542396807221254,0,1,0,1,0,0,0,1,0,1,1,39,0,0,1.23552581507638,0,0,0.0809372,0,0.1618744,0.809372,0,0,0.1618744,1,2,2,10,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,7,0,0,0.809372,0,0,100,1,0,5,3,0,0,480,0,0,480,0,0,8,1,37,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"272785748","5","1","1","1","1","1","1","1","0","1","1","0","0","1","1","5","5","5","5","1","5","4","5","5","5","5","5","5","2","0","0","0","1","0","1","0","0","0","0","0","0","0","3","decrease","1","0","2","5","african","0","0","0","4","0","0","0","1","1","3","5","3","4","0","0","decrease","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","4","3","3","5","5","3","0","0","1","0","0","0","1","0","0","0","0","2","3","3","0","0","0","1","0","0","5","5","1","1","0","1","1","1","4","1","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","-1","0","0","0","0","1","0","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0","1","1","1","0","1","1","1","0","0","1","0","0","0","0","50","0","0","0","0","0","2023",1250,0,0.35,2,13948.5922418863,1.618744,0,0,0,0,0,2,91.474871875973,0.66652132640852,6,2,0,2,0.854903011253373,0.854903011253373,4,11,1,7,6,64,0,0,3.45947228221387,0,0,2.428116,1,2.02343,2.02343,0,6.07029,8.09372,4,1,1,44,0,0.404686,0,1,0,0,0,0,0,0,0,7,2,5,3,7,2.02343,0,0,100,0,0,0,0,10,20,0,1,300,0,0,720,180,0,20,1,38,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"272785806","5","1","1","1","1","1","1","1","0","1","1","0","0","1","1","5","5","5","5","2","5","3","5","5","5","2","5","5","2","0","0","1","1","0","0","1","0","0","0","0","0","0","3","nochange","2","1","2","5","african","2","0","0","0","0","0","0","0","1","5","5","3","5","1","0","nochange","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","5","2","5","5","5","5","2","0","0","1","0","0","0","0","0","0","0","1","2","3","3","0","0","0","1","0","0","5","0","0","1","0","1","1","1","3","1","0","5","0","0","0","1","0","1","3","0","1","0","1","0","0","0","0","1","-1","0","0","0","0","1","0","0","1","0","0","4","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","0","1","1","0","100","0","0","0","0","0","0","0","0","2023",1194,0,0.37,3,4234.39407342977,1.618744,0,0,0,1,3,1,85.7985538496968,0.499569638712097,0,8,0,1,0,0,2,7,0,5,5,56,0,0,1.23552581507638,1.23552581507638,0,3.035145,7.5,3.035145,4.04686,0,0,3.035145,4,1,1,22,0,0,3.035145,7.5,0,0,0,0,0,0,0,24,10,25,12,7,4.04686,0,0,100,0,0,1,0,20,50,0,0,180,0,0,960,180,0,20,8,54,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"272796405","5","1","1","1","1","1","1","1","0","1","1","0","0","0","1","5","5","4","5","4","4","4","5","5","5","4","5","5","1","0","1","0","1","0","0","1","0","0","0","1","1","0","2","nochange","2","0","2","5","african","0","0","0","0","0","0","0","1","0","5","2","2","5","0","0","nochange","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","2","3","4","4","4","4","4","1","0","1","0","0","0","1","0","1","0","1","4","3","3","0","0","0","1","0","0","5","5","0","1","0","0","1","1","3","1","0","4","0","0","0","1","0","1","4","0","1","0","1","1","1","0","0","1","-1","0","1","1","0","1","0","0","0","0","0","2","0","0","1","0","1","0","1","0","1","0","1","1","1","0","1","1","1","0","2","2","1","0","1","0","0","0","1","1","1","0","0","1","0","-1","1","0","0","0","0","0","0","0","0","0","0","2023",1111,0,0.21,4,9963.28017277593,0.1214058,0,0,0,4,7,2,58.8158061641207,0.359707084577537,0.4,5,0.242222519855122,3,0.569935340835582,0.812157860690705,2,6,0,4,4,77,0,0,3.70657744522914,0,0,0.5260918,1,1.011715,1.618744,0,4.04686,5.058575,5,1,3,59,0,0,0.1618744,0.9,0,0,0,0.1618744,0,0.0404686,0.242222519855122,68,4,12,12,7,1.618744,0,0,100,0,0,0,0,5,2,0,0,336,0,12,336,24,0,25,4,72,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"272799312","0","1","1","1","0","0","1","1","0","0","1","0","0","1","1","5","5","5","5","4","5","4","5","5","5","4","5","5","2","0","1","0","0","0","0","0","0","0","0","0","0","0","2","nochange","0","2","3","5","african","0","0","0","0","0","0","0","1","0","0","5","3","3","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","5","1","5","2","5","3","1","0","1","0","1","0","1","0","1","0","0","4","4","3","0","0","0","1","0","0","3","0","0","1","0","0","1","1","1","1","1","3","0","0","1","1","0","0","2","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","2","0","4","2023",1237,0,0.53,2,4358.93507558947,0.404686,0,0,0,1,0,2,49.9200202955707,2.143584332267,4.9,1,5.69935340835582,4,0.854903011253373,6.5542564196092,0,1,0,1,1,56,1,0,1.23552581507638,1.23552581507638,0,0.404686,0,0.404686,0.809372,0,0.00404686,0.40873286,1,1,1,56,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,5,0.809372,0,0,100,0,0,0,0,20,30,0,0,0,0,0,0,360,0,5,1,54,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"272799497","5","1","1","1","0","1","1","1","1","0","1","0","0","1","1","5","5","5","5","5","5","4","5","5","4","4","5","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","2","increase","2","1","2","5","african","3","0","0","3","0","0","0","1","1","1","4","2","3","0","0","nochange","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","4","4","5","5","5","3","1","0","1","0","0","0","0","0","0","0","1","2","3","3","0","0","1","0","0","0","5","5","1","1","0","1","1","1","3","1","1","2","0","0","0","1","0","0","2","1","0","0","0","0","1","0","0","0","-1","0","1","1","0","1","0","1","1","0","0","2","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","1","2","0","1","0","0","1","1","1","1","1","0","0","1","1","0","1","1","0","75","0","0","25","0","0","1","0","0","2023",1202,0,0.55,3,Inf,0.809372,0,0,0,1,3,2,48.107915766792,0.351156670485545,1,3,28.4939173650749,2,0,28.4939173650749,6,9,0,3,3,43,1,0,0,0,0,1.618744,0,1.618744,0,0,0,1.618744,3,1,1,47,0,0,0,0,0,0,0,0,0,0,0,6,0,2,3,6,0,0,0,0,0,0,2,0,6,9,0,1,216,0,0,45,60,40,20,1,20,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"272814278","5","1","1","0","1","1","1","1","0","1","0","1","1","1","1","5","5","5","4","1","5","4","5","4","5","5","5","5","1","0","0","1","1","0","0","1","0","0","0","0","0","0","2","decrease","2","0","2","5","african","3","0","0","4","0","0","0","1","1","4","4","3","4","1","0","decrease","1","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","2","4","4","4","5","4","3","1","0","1","0","0","0","1","0","1","0","1","2","2","3","0","0","0","1","0","0","5","5","1","1","0","1","1","1","2","1","0","3","1","0","1","1","0","1","0","1","0","0","1","1","0","0","0","1","-1","1","0","1","0","1","0","1","1","0","0","3","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","25","0","0","75","0","0","1","0","0","2023",1385,0,0.28,3,4961.79291472905,2.02343,0,0,0,2,0,2,97.9243166306717,0.103927245687868,21.7,9,0,3,0.284967670417791,0.284967670417791,2,6,1,4,3,80,0,0,2.9534481635292,2.9534481635292,0,6.07029,0.5,2.02343,2.03152372,0,8.09372,10.11715,11,2,4,60,0,0,0.202343,0.5,0,0,0,0,0,0,0,1,5,3,3,6,2.03152372,0,0,100,0,0,2,0,75,100,0,2,420,0,0,420,45,0,0,1,65,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"272814288","0","0","0","1","0","0","1","1","0","1","1","0","0","1","1","5","0","4","5","2","5","4","5","3","5","5","5","3","0","0","0","1","1","0","0","1","0","0","0","0","0","0","2","decrease","0","0","0","5","african","1","0","0","0","0","0","0","0","1","5","0","3","3","0","0","decrease","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","3","3","5","3","0","0","0","1","0","0","0","0","0","0","0","1","2","2","2","0","0","0","1","0","0","5","0","0","1","0","0","0","1","3","0","1","2","0","0","0","0","0","0","3","0","1","0","0","1","0","0","0","0","-1","1","0","1","0","1","0","1","1","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","100","0","0","0","0","0","0","0","0","2023",1377,0,NA,2,3736.23006479097,0.404686,0,0,0,1,0,1,86.7386895848469,0.103927245687868,0,2,0,2,0,0,0,1,1,1,0,75,1,0,2.47105163015276,4.94210326030552,0,0.809372,1,0.404686,0.404686,0,0,0.404686,3,1,2,56,0,0,0.404686,1,0,0,0,0,0,0,0,0,0,0,3,3,0.404686,0,0,100,0,0,2,0,0,60,0,0,420,0,0,420,60,0,20,0,50,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"272951213","0","1","1","1","0","1","1","1","0","1","0","0","1","1","1","5","5","5","4","4","5","4","5","5","5","5","5","5","2","1","0","0","1","0","1","1","1","0","1","0","0","0","1","decrease","2","1","2","2","african","0","0","0","0","0","0","0","1","0","4","5","5","5","1","0","nochange","0","1","0","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","2","5","4","5","5","5","4","0","0","1","0","0","0","0","0","0","0","1","2","2","5","0","0","0","1","0","0","1","5","0","1","0","1","1","0","3","1","1","5","1","0","1","1","0","1","2","1","0","1","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","2","2","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","4","2023",1141,0,0.75,3,2241.73803887458,0,0,0,2.02343,3,2,2,69.1118546230905,1.07489174388307,11,9,0,2,0,0,0,3,0,3,3,59,1,0,0.741315489045828,0,0.247105163015276,1.37997926,14.1,2.02343,4.04686,0,101.1715,103.19493,4,1,2,34,0,2.02343,2.02343,14.1,1.618744,0,0.0404686,0,0,0,0,8,0,6,5,6,4.04686,0,0,100,0,0,0,0,4,28,0,0,312,0,0,960,96,0,5,3,32,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
