"","NumFeatures","selected_factors","frequency"
"1","featNum1","cropland_area",14
"2","featNum1","district.mbire",1
"3","featNum1","farm_elevation",1
"4","featNum1","land_tenure_hold_area",32
"5","featNum1","livestock_count_tlu",2
"6","featNum1","numHA_nhlabour_permanent_total",5
"7","featNum1","num_pest_management_ecol_practices",1
"8","featNum1","num_soil_fertility_ecol_practices",2
"9","featNum1","pest_management_ecol_practices",1
"10","featNum1","rainfall_timing_change_perception.unpredictable",1
"11","featNum10","access_info_exchange_extension",1
"12","featNum10","access_machinery",3
"13","featNum10","accessibility_internet",2
"14","featNum10","age",2
"15","featNum10","agroecol_perspective_13",1
"16","featNum10","agroecol_perspective_5",4
"17","featNum10","agroecol_perspective_8",2
"18","featNum10","assets_count",5
"19","featNum10","cropland_area",57
"20","featNum10","distance_closest_farmland",13
"21","featNum10","distance_crop_market",5
"22","featNum10","distance_water_source",6
"23","featNum10","district.mbire",13
"24","featNum10","education_level_finished",3
"25","featNum10","farm_elevation",20
"26","featNum10","farmer_agency_1",22
"27","featNum10","high_cost_roof_material",1
"28","featNum10","household_shock_recover_activities.3",1
"29","featNum10","household_shock_recover_activities.6",1
"30","featNum10","household_shock_recover_activities.7",1
"31","featNum10","household_shock_recover_capacity",1
"32","featNum10","human_wellbeing_7",1
"33","featNum10","income_spend_on_food_percentage",1
"34","featNum10","land_tenure_hold_area",59
"35","featNum10","livestock_count_tlu",34
"36","featNum10","marital_status.3",1
"37","featNum10","mean_transport",4
"38","featNum10","membership",2
"39","featNum10","months_count_water_accessibility_difficulty_drought_year",12
"40","featNum10","months_count_water_accessibility_difficulty_flood_year",1
"41","featNum10","nearest_distance_dfs_km",12
"42","featNum10","nearest_farmer_adopted",3
"43","featNum10","numHA_hlabour_seasonal_total",2
"44","featNum10","numHA_nhlabour_permanent_total",55
"45","featNum10","num_farm_products",18
"46","featNum10","num_info_exchange_consumers",1
"47","featNum10","num_info_exchange_extension",12
"48","featNum10","num_info_exchange_farmers",29
"49","featNum10","num_info_exchange_researchers",2
"50","featNum10","num_info_exchange_traders",7
"51","featNum10","num_membership",4
"52","featNum10","num_pest_management_ecol_practices",17
"53","featNum10","num_soil_fertility_ecol_practices",40
"54","featNum10","perceived_shock_pest",1
"55","featNum10","perception_associations_effectiveness",3
"56","featNum10","pest_management_ecol_practices",2
"57","featNum10","project_participation",1
"58","featNum10","rainfall_timing_change_perception.startlater",7
"59","featNum10","rainfall_timing_change_perception.stopearlier",7
"60","featNum10","rainfall_timing_change_perception.unpredictable",18
"61","featNum10","seeds_certified_local",7
"62","featNum10","sfs_burning_residues_area",3
"63","featNum10","sfs_monoculture_annual_area",23
"64","featNum10","soil_slope_perception",1
"65","featNum10","subsidies_agricultural_inputs",2
"66","featNum10","support_provider.local_government",1
"67","featNum10","support_provider.local_organization",5
"68","featNum10","training_participation",6
"69","featNum10","vegetation_cover_grassland",1
"70","featNum10","years_farming_land",4
"71","featNum10","years_in_community",12
"72","featNum10","yield_gap_median",15
"73","featNum11","access_free_school_meals_perweek",1
"74","featNum11","access_machinery",14
"75","featNum11","accessibility_internet",7
"76","featNum11","age",3
"77","featNum11","agroecol_perspective_13",7
"78","featNum11","agroecol_perspective_5",3
"79","featNum11","agroecol_perspective_8",1
"80","featNum11","agroecology_knowledge",1
"81","featNum11","assets_count",9
"82","featNum11","cropland_area",53
"83","featNum11","distance_closest_farmland",10
"84","featNum11","distance_crop_market",10
"85","featNum11","distance_water_source",2
"86","featNum11","district.mbire",11
"87","featNum11","education_level_finished",1
"88","featNum11","farm_elevation",23
"89","featNum11","farm_products_sale",1
"90","featNum11","farmer_agency_1",30
"91","featNum11","high_cost_roof_material",1
"92","featNum11","household_shock_recover_activities.6",1
"93","featNum11","household_shock_recover_activities.7",2
"94","featNum11","household_shock_recover_capacity",2
"95","featNum11","income_spend_on_food_percentage",1
"96","featNum11","influence_nr_frequency",1
"97","featNum11","land_tenure_hold_area",59
"98","featNum11","livestock_count_tlu",39
"99","featNum11","mean_transport",4
"100","featNum11","membership",1
"101","featNum11","months_count_water_accessibility_difficulty_drought_year",11
"102","featNum11","months_count_water_accessibility_difficulty_flood_year",1
"103","featNum11","nearest_distance_dfs_km",15
"104","featNum11","numHA_hlabour_seasonal_total",2
"105","featNum11","numHA_nhlabour_permanent_total",57
"106","featNum11","num_farm_products",25
"107","featNum11","num_info_exchange_consumers",1
"108","featNum11","num_info_exchange_extension",8
"109","featNum11","num_info_exchange_farmers",32
"110","featNum11","num_info_exchange_government",1
"111","featNum11","num_info_exchange_ngo",1
"112","featNum11","num_info_exchange_researchers",2
"113","featNum11","num_info_exchange_traders",5
"114","featNum11","num_membership",8
"115","featNum11","num_pest_management_ecol_practices",14
"116","featNum11","num_soil_fertility_ecol_practices",30
"117","featNum11","perceived_shock_market",1
"118","featNum11","perceived_shock_political_change",1
"119","featNum11","perception_associations_effectiveness",4
"120","featNum11","pest_management_ecol_practices",2
"121","featNum11","project_participation",1
"122","featNum11","rainfall_timing_change_perception.startlater",13
"123","featNum11","rainfall_timing_change_perception.stopearlier",14
"124","featNum11","rainfall_timing_change_perception.unpredictable",16
"125","featNum11","seeds_certified_local",9
"126","featNum11","sfs_burning_residues_area",4
"127","featNum11","sfs_monoculture_annual_area",30
"128","featNum11","soil_fertility_perception",2
"129","featNum11","subsidies_agricultural_inputs",2
"130","featNum11","support_provider.farmer_organization",3
"131","featNum11","support_provider.local_organization",2
"132","featNum11","support_provider.national_government",4
"133","featNum11","training_participation",1
"134","featNum11","years_farming_land",5
"135","featNum11","years_in_community",16
"136","featNum11","yield_gap_median",19
"137","featNum12","access_info_exchange_extension",2
"138","featNum12","access_machinery",5
"139","featNum12","accessibility_internet",4
"140","featNum12","accessibility_phone_reception",1
"141","featNum12","age",1
"142","featNum12","agroecol_perspective_13",3
"143","featNum12","agroecol_perspective_5",5
"144","featNum12","agroecol_perspective_8",3
"145","featNum12","assets_count",9
"146","featNum12","cropland_area",59
"147","featNum12","distance_closest_farmland",17
"148","featNum12","distance_crop_market",9
"149","featNum12","distance_water_source",8
"150","featNum12","district.mbire",16
"151","featNum12","education_level_finished",6
"152","featNum12","fair_price_crops",1
"153","featNum12","farm_elevation",31
"154","featNum12","farm_products_sale",1
"155","featNum12","farmer_agency_1",21
"156","featNum12","farmer_agency_7",1
"157","featNum12","high_cost_roof_material",1
"158","featNum12","household_shock_recover_activities.3",1
"159","featNum12","household_shock_recover_activities.7",2
"160","featNum12","household_shock_recover_capacity",2
"161","featNum12","human_wellbeing_7",1
"162","featNum12","income_sources.subsidy",1
"163","featNum12","income_spend_on_food_percentage",1
"164","featNum12","land_tenure_hold_area",60
"165","featNum12","livestock_count_tlu",45
"166","featNum12","marital_status.3",1
"167","featNum12","mean_transport",4
"168","featNum12","membership",3
"169","featNum12","months_count_water_accessibility_difficulty_drought_year",16
"170","featNum12","nearest_distance_dfs_km",17
"171","featNum12","nearest_farmer_adopted",4
"172","featNum12","numHA_hlabour_seasonal_total",3
"173","featNum12","numHA_nhlabour_permanent_total",56
"174","featNum12","num_farm_products",20
"175","featNum12","num_income_sources",1
"176","featNum12","num_info_exchange_consumers",1
"177","featNum12","num_info_exchange_extension",17
"178","featNum12","num_info_exchange_farmers",29
"179","featNum12","num_info_exchange_researchers",3
"180","featNum12","num_info_exchange_traders",11
"181","featNum12","num_membership",3
"182","featNum12","num_pest_management_ecol_practices",17
"183","featNum12","num_soil_fertility_ecol_practices",48
"184","featNum12","perceived_shock_pest",1
"185","featNum12","perceived_shock_political_change",1
"186","featNum12","perception_associations_effectiveness",5
"187","featNum12","pest_management_ecol_practices",4
"188","featNum12","project_participation",1
"189","featNum12","rainfall_timing_change_perception.startlater",10
"190","featNum12","rainfall_timing_change_perception.stopearlier",10
"191","featNum12","rainfall_timing_change_perception.unpredictable",19
"192","featNum12","seeds_certified_local",12
"193","featNum12","sfs_burning_residues_area",3
"194","featNum12","sfs_monoculture_annual_area",27
"195","featNum12","soil_fertility_perception",3
"196","featNum12","soil_slope_perception",1
"197","featNum12","subsidies_agricultural_inputs",2
"198","featNum12","support_provider.farmer_organization",1
"199","featNum12","support_provider.local_government",2
"200","featNum12","support_provider.local_organization",6
"201","featNum12","support_provider.national_government",1
"202","featNum12","support_provider.shops",1
"203","featNum12","training_participation",5
"204","featNum12","vegetation_cover_grassland",1
"205","featNum12","years_farming_land",2
"206","featNum12","years_in_community",12
"207","featNum12","yield_gap_median",19
"208","featNum13","access_free_school_meals_perweek",1
"209","featNum13","access_info_exchange_ngo",1
"210","featNum13","access_machinery",14
"211","featNum13","accessibility_internet",10
"212","featNum13","age",4
"213","featNum13","agroecol_perspective_13",8
"214","featNum13","agroecol_perspective_5",6
"215","featNum13","agroecol_perspective_8",2
"216","featNum13","agroecology_knowledge",4
"217","featNum13","assets_count",9
"218","featNum13","cropland_area",55
"219","featNum13","distance_closest_farmland",12
"220","featNum13","distance_crop_market",9
"221","featNum13","distance_water_source",3
"222","featNum13","district.mbire",11
"223","featNum13","education_level_finished",2
"224","featNum13","education_level_male",1
"225","featNum13","farm_elevation",23
