"","featNum5","featNum6","featNum7","featNum8","featNum9","featNum10","featNum11","featNum12","featNum13","featNum14","featNum15","featNum16","featNum17","featNum18","featNum19","featNum20","featNum21","featNum22","featNum23","featNum24","featNum25","featNum26","featNum27","featNum28","featNum29","featNum30","featNum31","featNum32","featNum33","featNum34","featNum35","featNum36","featNum37","featNum38","featNum39","featNum40"
"acc11",0.85,0.883333333333333,0.816666666666667,0.85,0.866666666666667,0.916666666666667,0.833333333333333,0.916666666666667,0.866666666666667,0.833333333333333,0.816666666666667,0.9,0.85,0.666666666666667,0.783333333333333,0.85,0.816666666666667,0.833333333333333,0.783333333333333,0.75,0.833333333333333,0.8,0.866666666666667,0.783333333333333,0.916666666666667,0.833333333333333,0.833333333333333,0.8,0.866666666666667,0.816666666666667,0.866666666666667,0.816666666666667,0.7,0.766666666666667,0.816666666666667,0.85
"acc12",0.833333333333333,0.85,0.833333333333333,0.9,0.883333333333333,0.883333333333333,0.85,0.8,0.866666666666667,0.866666666666667,0.85,0.833333333333333,0.816666666666667,0.883333333333333,0.833333333333333,0.85,0.833333333333333,0.8,0.833333333333333,0.75,0.883333333333333,0.733333333333333,0.866666666666667,0.833333333333333,0.866666666666667,0.85,0.783333333333333,0.866666666666667,0.733333333333333,0.783333333333333,0.833333333333333,0.833333333333333,0.883333333333333,0.816666666666667,0.85,0.783333333333333
"acc13",0.85,0.85,0.866666666666667,0.9,0.833333333333333,0.916666666666667,0.85,0.85,0.833333333333333,0.916666666666667,0.85,0.75,0.866666666666667,0.85,0.816666666666667,0.816666666666667,0.816666666666667,0.85,0.816666666666667,0.816666666666667,0.85,0.816666666666667,0.85,0.833333333333333,0.866666666666667,0.8,0.816666666666667,0.833333333333333,0.883333333333333,0.783333333333333,0.75,0.8,0.8,0.85,0.816666666666667,0.783333333333333
"acc14",0.916666666666667,0.783333333333333,0.866666666666667,0.883333333333333,0.85,0.833333333333333,0.9,0.883333333333333,0.85,0.866666666666667,0.833333333333333,0.9,0.85,0.866666666666667,0.816666666666667,0.783333333333333,0.833333333333333,0.783333333333333,0.866666666666667,0.783333333333333,0.883333333333333,0.85,0.833333333333333,0.866666666666667,0.766666666666667,0.85,0.766666666666667,0.8,0.816666666666667,0.816666666666667,0.85,0.816666666666667,0.85,0.8,0.783333333333333,0.866666666666667
"acc15",0.816666666666667,0.883333333333333,0.833333333333333,0.916666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.883333333333333,0.783333333333333,0.866666666666667,0.85,0.816666666666667,0.833333333333333,0.816666666666667,0.866666666666667,0.833333333333333,0.816666666666667,0.85,0.816666666666667,0.816666666666667,0.883333333333333,0.883333333333333,0.8,0.866666666666667,0.8,0.866666666666667,0.783333333333333,0.733333333333333,0.8,0.833333333333333,0.833333333333333,0.8,0.766666666666667,0.816666666666667,0.833333333333333
"acc16",0.85,0.883333333333333,0.85,0.8,0.916666666666667,0.883333333333333,0.883333333333333,0.866666666666667,0.85,0.9,0.85,0.85,0.833333333333333,0.766666666666667,0.833333333333333,0.816666666666667,0.866666666666667,0.8,0.883333333333333,0.833333333333333,0.866666666666667,0.85,0.8,0.85,0.783333333333333,0.8,0.85,0.85,0.866666666666667,0.833333333333333,0.85,0.766666666666667,0.766666666666667,0.85,0.683333333333333,0.883333333333333
"acc17",0.783333333333333,0.916666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.866666666666667,0.85,0.766666666666667,0.866666666666667,0.85,0.85,0.816666666666667,0.8,0.916666666666667,0.85,0.8,0.85,0.816666666666667,0.833333333333333,0.883333333333333,0.9,0.85,0.833333333333333,0.833333333333333,0.85,0.833333333333333,0.733333333333333,0.816666666666667,0.816666666666667,0.833333333333333,0.8,0.8,0.816666666666667,0.833333333333333,0.75,0.816666666666667
"acc18",0.883333333333333,0.816666666666667,0.9,0.9,0.883333333333333,0.85,0.85,0.9,0.85,0.866666666666667,0.85,0.766666666666667,0.866666666666667,0.8,0.883333333333333,0.783333333333333,0.883333333333333,0.8,0.883333333333333,0.85,0.833333333333333,0.85,0.8,0.816666666666667,0.833333333333333,0.85,0.866666666666667,0.833333333333333,0.85,0.8,0.8,0.833333333333333,0.733333333333333,0.9,0.8,0.833333333333333
"acc19",0.833333333333333,0.866666666666667,0.866666666666667,0.883333333333333,0.883333333333333,0.75,0.85,0.766666666666667,0.816666666666667,0.816666666666667,0.833333333333333,0.9,0.85,0.8,0.833333333333333,0.866666666666667,0.85,0.9,0.9,0.85,0.833333333333333,0.85,0.816666666666667,0.85,0.666666666666667,0.8,0.833333333333333,0.833333333333333,0.8,0.833333333333333,0.8,0.833333333333333,0.766666666666667,0.833333333333333,0.766666666666667,0.866666666666667
"acc20",0.883333333333333,0.833333333333333,0.866666666666667,0.866666666666667,0.85,0.883333333333333,0.85,0.9,0.833333333333333,0.783333333333333,0.866666666666667,0.816666666666667,0.833333333333333,0.783333333333333,0.85,0.8,0.866666666666667,0.85,0.8,0.866666666666667,0.783333333333333,0.733333333333333,0.833333333333333,0.833333333333333,0.883333333333333,0.866666666666667,0.833333333333333,0.766666666666667,0.8,0.833333333333333,0.683333333333333,0.916666666666667,0.75,0.816666666666667,0.833333333333333,0.8
"acc_mean",0.854166666666667,0.865,0.841666666666667,0.870833333333333,0.846666666666667,0.8625,0.850833333333333,0.860833333333333,0.845833333333333,0.860833333333333,0.841666666666667,0.85,0.836666666666667,0.836666666666667,0.841666666666667,0.829166666666667,0.843333333333333,0.828333333333333,0.839166666666667,0.82,0.830833333333333,0.820833333333333,0.831666666666667,0.813333333333333,0.8325,0.815,0.83,0.805833333333333,0.835833333333333,0.805,0.8275,0.813333333333333,0.8,0.821666666666667,0.800833333333333,0.825
