"","featNum5","featNum6","featNum7","featNum8","featNum9","featNum10","featNum11","featNum12","featNum13","featNum14","featNum15","featNum16","featNum17","featNum18","featNum19","featNum20","featNum21","featNum22","featNum23","featNum24","featNum25","featNum26","featNum27","featNum28","featNum29","featNum30","featNum31","featNum32","featNum33","featNum34","featNum35","featNum36","featNum37","featNum38","featNum39","featNum40"
"acc12",0.833333333333333,0.85,0.85,0.9,0.883333333333333,0.883333333333333,0.85,0.816666666666667,0.866666666666667,0.9,0.866666666666667,0.816666666666667,0.866666666666667,0.916666666666667,0.833333333333333,0.8,0.766666666666667,0.783333333333333,0.883333333333333,0.766666666666667,0.8,0.716666666666667,0.85,0.85,0.816666666666667,0.85,0.85,0.85,0.816666666666667,0.866666666666667,0.783333333333333,0.733333333333333,0.866666666666667,0.816666666666667,0.8,0.716666666666667
"acc13",0.85,0.85,0.866666666666667,0.9,0.833333333333333,0.916666666666667,0.866666666666667,0.85,0.883333333333333,0.866666666666667,0.883333333333333,0.766666666666667,0.816666666666667,0.783333333333333,0.833333333333333,0.816666666666667,0.833333333333333,0.883333333333333,0.85,0.783333333333333,0.833333333333333,0.883333333333333,0.883333333333333,0.85,0.95,0.866666666666667,0.8,0.85,0.766666666666667,0.85,0.716666666666667,0.766666666666667,0.75,0.833333333333333,0.85,0.766666666666667
"acc14",0.916666666666667,0.783333333333333,0.883333333333333,0.883333333333333,0.85,0.833333333333333,0.9,0.816666666666667,0.866666666666667,0.816666666666667,0.866666666666667,0.916666666666667,0.833333333333333,0.8,0.75,0.783333333333333,0.85,0.75,0.833333333333333,0.716666666666667,0.8,0.85,0.85,0.833333333333333,0.833333333333333,0.866666666666667,0.783333333333333,0.866666666666667,0.783333333333333,0.766666666666667,0.85,0.85,0.75,0.7,0.766666666666667,0.866666666666667
"acc15",0.816666666666667,0.883333333333333,0.833333333333333,0.916666666666667,0.883333333333333,0.866666666666667,0.883333333333333,0.85,0.866666666666667,0.766666666666667,0.783333333333333,0.766666666666667,0.85,0.816666666666667,0.833333333333333,0.9,0.85,0.8,0.85,0.833333333333333,0.866666666666667,0.8,0.933333333333333,0.883333333333333,0.816666666666667,0.816666666666667,0.816666666666667,0.85,0.75,0.75,0.766666666666667,0.833333333333333,0.833333333333333,0.75,0.8,0.85
"acc16",0.866666666666667,0.866666666666667,0.85,0.816666666666667,0.9,0.816666666666667,0.866666666666667,0.85,0.85,0.9,0.85,0.75,0.816666666666667,0.8,0.85,0.8,0.833333333333333,0.783333333333333,0.85,0.883333333333333,0.816666666666667,0.85,0.85,0.866666666666667,0.816666666666667,0.866666666666667,0.8,0.783333333333333,0.9,0.85,0.8,0.7,0.783333333333333,0.833333333333333,0.75,0.833333333333333
"acc17",0.8,0.916666666666667,0.883333333333333,0.866666666666667,0.883333333333333,0.883333333333333,0.866666666666667,0.783333333333333,0.833333333333333,0.766666666666667,0.85,0.8,0.833333333333333,0.816666666666667,0.85,0.8,0.85,0.883333333333333,0.9,0.783333333333333,0.933333333333333,0.916666666666667,0.816666666666667,0.8,0.833333333333333,0.833333333333333,0.766666666666667,0.733333333333333,0.716666666666667,0.85,0.85,0.766666666666667,0.783333333333333,0.816666666666667,0.75,0.816666666666667
"acc18",0.866666666666667,0.816666666666667,0.9,0.816666666666667,0.866666666666667,0.85,0.85,0.916666666666667,0.85,0.783333333333333,0.783333333333333,0.783333333333333,0.85,0.833333333333333,0.866666666666667,0.8,0.9,0.883333333333333,0.816666666666667,0.85,0.85,0.833333333333333,0.833333333333333,0.85,0.8,0.766666666666667,0.933333333333333,0.866666666666667,0.783333333333333,0.683333333333333,0.766666666666667,0.866666666666667,0.816666666666667,0.833333333333333,0.816666666666667,0.816666666666667
"acc19",0.9,0.866666666666667,0.883333333333333,0.833333333333333,0.866666666666667,0.733333333333333,0.833333333333333,0.766666666666667,0.85,0.833333333333333,0.816666666666667,0.9,0.883333333333333,0.833333333333333,0.833333333333333,0.85,0.866666666666667,0.783333333333333,0.916666666666667,0.9,0.833333333333333,0.816666666666667,0.883333333333333,0.85,0.8,0.733333333333333,0.783333333333333,0.833333333333333,0.833333333333333,0.75,0.8,0.766666666666667,0.766666666666667,0.783333333333333,0.85,0.816666666666667
"acc20",0.883333333333333,0.866666666666667,0.866666666666667,0.833333333333333,0.85,0.883333333333333,0.85,0.8,0.8,0.816666666666667,0.833333333333333,0.816666666666667,0.883333333333333,0.8,0.85,0.85,0.816666666666667,0.833333333333333,0.816666666666667,0.833333333333333,0.816666666666667,0.85,0.833333333333333,0.8,0.916666666666667,0.9,0.8,0.716666666666667,0.766666666666667,0.933333333333333,0.783333333333333,0.816666666666667,0.8,0.783333333333333,0.866666666666667,0.85
"acc_mean",0.855833333333333,0.865,0.85,0.86,0.841666666666667,0.855,0.843333333333333,0.851666666666667,0.844166666666667,0.845833333333333,0.840833333333333,0.846666666666667,0.848333333333333,0.845833333333333,0.835833333333333,0.8375,0.834166666666667,0.829166666666667,0.8425,0.823333333333333,0.8275,0.829166666666667,0.8375,0.828333333333333,0.825,0.82,0.8175,0.809166666666667,0.815833333333333,0.81,0.805833333333333,0.806666666666667,0.800833333333333,0.811666666666667,0.804166666666667,0.8125
