"","featNum1","featNum2","featNum3","featNum4","featNum5","featNum6","featNum7","featNum8","featNum9","featNum10","featNum11","featNum12","featNum13","featNum14","featNum15","featNum16","featNum17","featNum18","featNum19","featNum20"
"acc1",0.666666666666667,0.75,0.716666666666667,0.716666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667
"acc2",0.833333333333333,0.783333333333333,0.766666666666667,0.7,0.7,0.7,0.716666666666667,0.716666666666667,0.716666666666667,0.7,0.716666666666667,0.716666666666667,0.733333333333333,0.666666666666667,0.666666666666667,0.683333333333333,0.716666666666667,0.733333333333333,0.733333333333333,0.733333333333333
"acc3",0.75,0.716666666666667,0.7,0.733333333333333,0.716666666666667,0.683333333333333,0.816666666666667,0.783333333333333,0.766666666666667,0.75,0.766666666666667,0.716666666666667,0.766666666666667,0.766666666666667,0.783333333333333,0.8,0.8,0.8,0.8,0.8
"acc4",0.8,0.75,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.783333333333333,0.816666666666667,0.866666666666667,0.85,0.816666666666667,0.816666666666667,0.816666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.816666666666667,0.8,0.8,0.783333333333333
"acc5",0.8,0.683333333333333,0.7,0.7,0.666666666666667,0.666666666666667,0.7,0.683333333333333,0.716666666666667,0.75,0.683333333333333,0.7,0.683333333333333,0.683333333333333,0.683333333333333,0.7,0.7,0.683333333333333,0.683333333333333,0.7
"acc6",0.666666666666667,0.766666666666667,0.75,0.75,0.733333333333333,0.75,0.816666666666667,0.816666666666667,0.816666666666667,0.833333333333333,0.833333333333333,0.85,0.85,0.85,0.85,0.85,0.833333333333333,0.816666666666667,0.833333333333333,0.8
"acc7",0.733333333333333,0.683333333333333,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.8,0.783333333333333,0.783333333333333,0.8,0.783333333333333,0.75
"acc8",0.766666666666667,0.7,0.783333333333333,0.766666666666667,0.766666666666667,0.75,0.733333333333333,0.783333333333333,0.833333333333333,0.833333333333333,0.816666666666667,0.75,0.766666666666667,0.783333333333333,0.783333333333333,0.783333333333333,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667
"acc9",0.75,0.816666666666667,0.75,0.783333333333333,0.783333333333333,0.783333333333333,0.783333333333333,0.8,0.783333333333333,0.783333333333333,0.783333333333333,0.766666666666667,0.766666666666667,0.783333333333333,0.733333333333333,0.766666666666667,0.766666666666667,0.733333333333333,0.733333333333333,0.733333333333333
"acc10",0.733333333333333,0.766666666666667,0.783333333333333,0.783333333333333,0.783333333333333,0.75,0.75,0.75,0.75,0.75,0.833333333333333,0.75,0.766666666666667,0.783333333333333,0.75,0.766666666666667,0.783333333333333,0.8,0.8,0.816666666666667
"acc11",0.75,0.716666666666667,0.716666666666667,0.716666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667
"acc12",0.75,0.816666666666667,0.766666666666667,0.7,0.7,0.7,0.716666666666667,0.716666666666667,0.716666666666667,0.7,0.716666666666667,0.716666666666667,0.733333333333333,0.666666666666667,0.666666666666667,0.683333333333333,0.716666666666667,0.733333333333333,0.733333333333333,0.733333333333333
"acc13",0.7,0.716666666666667,0.7,0.733333333333333,0.716666666666667,0.683333333333333,0.816666666666667,0.783333333333333,0.766666666666667,0.75,0.766666666666667,0.716666666666667,0.766666666666667,0.766666666666667,0.783333333333333,0.8,0.8,0.8,0.8,0.8
"acc14",0.8,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.783333333333333,0.816666666666667,0.866666666666667,0.85,0.816666666666667,0.816666666666667,0.816666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.816666666666667,0.8,0.8,0.783333333333333
"acc15",0.7,0.75,0.7,0.7,0.666666666666667,0.666666666666667,0.7,0.683333333333333,0.716666666666667,0.75,0.683333333333333,0.7,0.683333333333333,0.683333333333333,0.683333333333333,0.7,0.7,0.683333333333333,0.683333333333333,0.7
"acc16",0.716666666666667,0.766666666666667,0.75,0.75,0.733333333333333,0.75,0.816666666666667,0.816666666666667,0.816666666666667,0.833333333333333,0.833333333333333,0.85,0.85,0.85,0.85,0.85,0.833333333333333,0.816666666666667,0.833333333333333,0.8
"acc17",0.633333333333333,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.8,0.783333333333333,0.783333333333333,0.8,0.783333333333333,0.75
"acc18",0.733333333333333,0.783333333333333,0.783333333333333,0.766666666666667,0.766666666666667,0.75,0.733333333333333,0.783333333333333,0.833333333333333,0.833333333333333,0.816666666666667,0.75,0.766666666666667,0.783333333333333,0.783333333333333,0.783333333333333,0.766666666666667,0.766666666666667,0.766666666666667,0.766666666666667
"acc19",0.7,0.75,0.75,0.783333333333333,0.783333333333333,0.783333333333333,0.783333333333333,0.8,0.783333333333333,0.783333333333333,0.783333333333333,0.766666666666667,0.766666666666667,0.783333333333333,0.733333333333333,0.766666666666667,0.766666666666667,0.733333333333333,0.733333333333333,0.733333333333333
"acc20",0.75,0.766666666666667,0.783333333333333,0.783333333333333,0.783333333333333,0.75,0.75,0.75,0.75,0.75,0.833333333333333,0.75,0.766666666666667,0.783333333333333,0.75,0.766666666666667,0.783333333333333,0.8,0.8,0.816666666666667
"acc_mean",0.736666666666667,0.743333333333333,0.733333333333333,0.731666666666667,0.73,0.723333333333333,0.751666666666667,0.756666666666667,0.766666666666667,0.766666666666667,0.766666666666667,0.748333333333333,0.756666666666667,0.756666666666667,0.765,0.773333333333333,0.773333333333333,0.77,0.77,0.765
